index,state,year,gas_consumption (BBtu),coal_consumption (BBtu),renewable_consumption (BBtu),petroleum_consumption (BBtu),nuclear_consumption (BBtu),expenditures (M dollars),price (dollars per MBtu)
979,TX,2019,4795216.0,992721.0,1071087.0,6850186.0,431234.0,137852.3,14.08
980,UT,2019,276460.0,266989.0,60089.0,305584.0,0.0,10037.6,17.46
981,VA,2019,717725.0,85120.0,169910.0,872814.0,308013.0,31211.7,18.5
982,VT,2019,14381.0,0.0,43772.0,77367.0,0.0,2735.5,22.16
983,WA,2019,378216.0,80837.0,797587.0,794537.0,92584.0,25807.5,19.09
984,WI,2019,592529.0,280108.0,202897.0,547523.0,104736.0,21968.6,16.89
985,WV,2019,239854.0,621722.0,49681.0,208371.0,0.0,8025.3,17.83
986,WY,2019,172235.0,410221.0,57094.0,155232.0,0.0,4694.7,14.93
987,US,2019,32236174.0,11314925.0,11468314.0,36867235.0,8451852.0,1223984.5,17.96
988,AK,2020,373567.0,18527.0,25527.0,222323.0,0.0,4711.9,17.2
989,AL,2020,714871.0,256687.0,308209.0,525878.0,454930.0,18583.2,14.85
990,AR,2020,335441.0,161980.0,118123.0,315440.0,157349.0,10368.4,14.79
991,AZ,2020,513539.0,156821.0,177618.0,544270.0,329597.0,20346.4,21.24
992,CA,2020,2151068.0,28034.0,1244897.0,2688622.0,169838.0,114531.6,23.65
993,CO,2020,552271.0,217082.0,194190.0,437992.0,0.0,15470.4,16.47
994,CT,2020,297582.0,67.0,46777.0,262428.0,164157.0,11537.1,23.11
995,DC,2020,27984.0,0.0,3024.0,15492.0,0.0,1763.1,22.55
996,DE,2020,94009.0,1956.0,7722.0,104587.0,0.0,3153.6,18.42
997,FL,2020,1619429.0,180387.0,316100.0,1484594.0,307315.0,51460.8,19.25
998,GA,2020,779340.0,153179.0,328340.0,875240.0,342897.0,31038.7,16.53
999,HI,2020,199.0,13281.0,31467.0,187858.0,0.0,4695.2,30.08
1000,IA,2020,396343.0,183017.0,556341.0,404169.0,30344.0,12831.4,12.66
1001,ID,2020,129363.0,2663.0,157879.0,175803.0,0.0,5949.5,15.46
1002,IL,2020,1158640.0,391150.0,297310.0,1056447.0,1047170.0,34108.8,14.44
1003,IN,2020,873505.0,669310.0,182401.0,652153.0,0.0,24272.9,14.16
1004,KS,2020,301392.0,193779.0,260617.0,334609.0,110545.0,10261.2,15.46
1005,KY,2020,343788.0,482266.0,100789.0,540200.0,0.0,15413.1,15.48
1006,LA,2020,1924573.0,48718.0,144854.0,1773653.0,177055.0,24257.1,8.45
1007,MA,2020,400675.0,0.0,94678.0,449040.0,0.0,20897.7,22.42
1008,MD,2020,296585.0,49692.0,66952.0,397572.0,157531.0,15950.4,19.98
1009,ME,2020,47028.0,1657.0,138648.0,157444.0,0.0,4886.0,17.24
1010,MI,2020,1003430.0,334428.0,235184.0,756310.0,316854.0,29078.9,15.98
1011,MN,2020,496026.0,162702.0,286430.0,545473.0,153319.0,17641.3,15.25
1012,MO,2020,303949.0,551341.0,117585.0,576090.0,80874.0,18885.1,16.89
1013,MS,2020,610312.0,54188.0,68741.0,369614.0,67595.0,10583.0,15.25
1014,MT,2020,87478.0,98886.0,142312.0,174592.0,0.0,4408.2,16.18
1015,NC,2020,557570.0,223906.0,293174.0,807695.0,442166.0,28743.1,17.77
1016,ND,2020,150166.0,363255.0,176757.0,163767.0,0.0,4834.7,12.51
1017,NE,2020,192725.0,213747.0,202857.0,228175.0,64646.0,7637.0,14.25
1018,NH,2020,53630.0,1518.0,51219.0,136963.0,103052.0,4622.2,21.48
1019,NJ,2020,678931.0,12144.0,80762.0,686425.0,279308.0,24820.9,18.69
1020,NM,2020,292036.0,138968.0,106513.0,237384.0,0.0,6778.6,16.92
1021,NV,2020,310715.0,27778.0,125514.0,245204.0,0.0,8774.8,17.93
1022,NY,2020,1305282.0,5681.0,468231.0,1066114.0,401441.0,47971.5,19.41
1023,OH,2020,1233412.0,556769.0,151400.0,982394.0,190316.0,34985.2,15.29
1024,OK,2020,847555.0,70714.0,337045.0,474552.0,0.0,13116.7,13.46
1025,OR,2020,282518.0,17811.0,473155.0,300473.0,0.0,12070.6,18.06
1026,PA,2020,1783003.0,374254.0,217902.0,949953.0,799342.0,37536.6,17.08
1027,RI,2020,100985.0,0.0,13926.0,68314.0,0.0,3140.3,23.05
1028,SC,2020,343349.0,137280.0,173989.0,465872.0,571930.0,16668.2,17.14
1029,SD,2020,91244.0,21692.0,171078.0,119687.0,0.0,3715.9,14.91
1030,TN,2020,398610.0,176104.0,211994.0,657467.0,383245.0,21402.6,16.15
1031,TX,2020,4718367.0,872845.0,1149538.0,6187966.0,432869.0,108367.3,11.94
1032,UT,2020,266595.0,244280.0,61965.0,285122.0,0.0,8707.7,15.89
1033,VA,2020,748377.0,75434.0,170439.0,739500.0,314843.0,25579.5,16.69
1034,VT,2020,13589.0,0.0,39823.0,70379.0,0.0,2325.4,20.51
1035,WA,2020,354969.0,59443.0,884394.0,621358.0,98475.0,19941.1,17.58
1036,WI,2020,571817.0,249316.0,183061.0,493092.0,102071.0,18492.5,15.48
1037,WV,2020,265123.0,539707.0,48020.0,179259.0,0.0,6734.4,16.48
1038,WY,2020,169076.0,388253.0,68407.0,138481.0,0.0,3871.5,13.58
1039,US,2020,31562036.0,9182696.0,11518077.0,32333489.0,8251075.0,1007785.4,16.25
1040,AK,2021,384560.0,18694.0,24907.0,256041.0,0.0,6395.4,20.42
1041,AL,2021,739546.0,309791.0,303213.0,580020.0,480897.0,24223.6,17.84
1042,AR,2021,360504.0,216123.0,114123.0,329239.0,141603.0,13615.5,18.43
1043,AZ,2021,484962.0,160299.0,197117.0,606053.0,330406.0,25548.6,25.06
1044,CA,2021,2172757.0,28244.0,1334148.0,2969515.0,172123.0,150204.2,28.43
1045,CO,2021,526513.0,252442.0,216066.0,489206.0,0.0,20474.2,20.61
1046,CT,2021,306843.0,2880.0,51792.0,287268.0,179844.0,13730.1,25.85
1047,DC,2021,28336.0,0.0,3358.0,17525.0,0.0,2085.6,25.68
1048,DE,2021,87778.0,4542.0,8136.0,113210.0,0.0,3888.0,21.48
1049,FL,2021,1591156.0,200193.0,353523.0,1750506.0,293097.0,66763.4,22.52
1050,GA,2021,773889.0,203870.0,332568.0,922614.0,354662.0,38649.9,19.77
1051,HI,2021,133.0,12566.0,35105.0,222977.0,0.0,6346.8,32.69
1052,IA,2021,383424.0,264419.0,599196.0,411463.0,0.0,16773.2,16.41
1053,ID,2021,135178.0,3051.0,145902.0,188712.0,0.0,7725.1,19.29
1054,IL,2021,1082481.0,521615.0,335451.0,1140285.0,1013204.0,45112.9,18.38
1055,IN,2021,870075.0,753557.0,212543.0,714790.0,0.0,31140.4,17.11
1056,KS,2021,292156.0,219031.0,276717.0,338260.0,89572.0,12668.1,19.05
1057,KY,2021,365718.0,548443.0,102456.0,585943.0,0.0,20477.7,19.24
1058,LA,2021,1861540.0,95856.0,144874.0,1840317.0,180180.0,36273.4,12.46
1059,MA,2021,404324.0,0.0,103215.0,502317.0,0.0,25412.0,25.72
1060,MD,2021,302243.0,69186.0,73820.0,433109.0,156623.0,19827.3,23.58
1061,ME,2021,57233.0,1588.0,133128.0,164149.0,0.0,6031.7,21.03
1062,MI,2021,950120.0,436203.0,247406.0,816074.0,358698.0,36781.8,19.37
1063,MN,2021,523812.0,179055.0,297813.0,567228.0,147526.0,22679.7,18.75
1064,MO,2021,293874.0,616413.0,144808.0,609448.0,44839.0,23826.5,20.46
1065,MS,2021,576923.0,64446.0,68941.0,385435.0,122971.0,13633.2,18.94
1066,MT,2021,86998.0,122765.0,134741.0,176856.0,0.0,5626.3,20.51
1067,NC,2021,637553.0,222501.0,288212.0,884691.0,450408.0,36319.7,20.98
1068,ND,2021,190784.0,361811.0,185516.0,169566.0,0.0,6175.1,15.68
1069,NE,2021,191008.0,216298.0,217397.0,237542.0,71875.0,9665.8,17.53
1070,NH,2021,60116.0,3259.0,50415.0,141670.0,102957.0,5660.4,25.65
1071,NJ,2021,697019.0,12586.0,85852.0,750887.0,293972.0,30993.9,21.8
1072,NM,2021,284989.0,133228.0,138630.0,262264.0,0.0,9172.2,21.38
1073,NV,2021,305212.0,35910.0,139948.0,284865.0,0.0,11275.6,21.11
1074,NY,2021,1361190.0,5370.0,473907.0,1209837.0,325671.0,59524.8,22.52
1075,OH,2021,1293129.0,575920.0,165301.0,1029340.0,182628.0,44522.0,18.49
1076,OK,2021,745038.0,131695.0,367146.0,519226.0,0.0,17859.2,17.51
1077,OR,2021,305665.0,1303.0,449244.0,322320.0,0.0,15233.9,21.4
1078,PA,2021,1867361.0,485193.0,223410.0,1035606.0,792878.0,46423.2,19.49
1079,RI,2021,105473.0,0.0,14546.0,76590.0,0.0,3736.6,25.66
1080,SC,2021,350088.0,162628.0,170674.0,509517.0,561696.0,21008.8,20.22
1081,SD,2021,96787.0,21589.0,205338.0,119919.0,0.0,4775.9,18.85
1082,TN,2021,413619.0,225784.0,198765.0,715602.0,369061.0,27981.4,19.57
1083,TX,2021,4736878.0,968401.0,1293066.0,6802215.0,420047.0,161664.5,16.53
1084,UT,2021,274376.0,276159.0,67954.0,302537.0,0.0,11113.6,19.68
1085,VA,2021,699927.0,68603.0,189262.0,789358.0,298458.0,32132.2,19.73
1086,VT,2021,13801.0,0.0,40260.0,72373.0,0.0,2813.5,24.24
1087,WA,2021,382807.0,36943.0,850547.0,712349.0,88909.0,25940.3,20.92
1088,WI,2021,559535.0,286760.0,178716.0,533212.0,104149.0,23910.9,19.44
1089,WV,2021,279133.0,633582.0,48756.0,205121.0,0.0,8754.1,19.6
1090,WY,2021,161354.0,376971.0,91943.0,146812.0,0.0,5015.9,17.32
1091,US,2021,31655918.0,10547764.0,12139977.0,35251979.0,8128952.0,1317098.4,19.99
