state,year,gas_generation,gas_consumption,coal_generation,coal_consumption,oil_generation,oil_consumption,nuclear_generation,nuclear_consumption,non_renewable_gen,non_renewable_consumption,renewable_generation,renewable_consumption,expenditures (M dollars),price (dollars per MBtu),all_generation,all_consumption
UT,2014,501322,251649,410997,344054,237272,274435,0,0,1149591,870138,22233,29679,10856.2,21.01,1171824,899817
VA,2014,139809,438697,393225,278183,81,830111,316081,316081,849196,1863072,135885,167411,35309.3,21.78,985081,2030483
VT,2014,0,10853,0,0,0,79824,52929,52929,52929,143606,32830,35555,3305.1,27.7,85759,179161
WA,2014,0,320167,0,76547,0,681853,99332,99332,99332,1177899,940851,957292,25674.1,21.17,1040183,2135191
WI,2014,0,479396,0,417096,0,543179,98807,98807,98807,1538478,216590,195664,26491.1,20.66,315397,1734142
WV,2014,1246092,180222,2858022,816460,59914,193011,0,0,4164028,1189693,50017,57169,9021,20.08,4214045,1246862
WY,2014,1982353,142268,6880205,489300,441328,171012,0,0,9303886,802580,54140,56015,5863.4,18.79,9358026,858595
US,2014,30872950,27376838,20170837,17996577,18615622,34658248,8337559,8337559,77996968,88369222,9797648,9761070,1395430.4,21.33,87794616,98130292
AK,2015,380887,333936,17747,19511,1007501,235839,0,0,1406135,589286,23798,23819,5552.3,19.06,1429933,613105
AL,2015,182481,701582,331420,494311,55421,511742,438728,438728,1008050,2146363,258906,284365,19990.1,15.69,1266956,2430728
AR,2015,1031466,296826,1819,226889,35611,314414,144716,144716,1213612,982845,117822,129264,11171.7,15.86,1331434,1112109
AZ,2015,99,365313,146450,385822,212,557369,340153,340153,486914,1648657,128895,149031,20744.8,21.89,615809,1797688
CA,2015,271086,2384061,0,30967,1150741,3201112,193529,193529,1615356,5809669,737985,911138,120161.2,22.14,2353341,6720807
CO,2015,1965188,490642,403605,340107,698595,479850,0,0,3067388,1310599,126538,133682,16387.9,17.21,3193926,1444281
CT,2015,0,260925,0,6536,0,313997,182083,182083,182083,763541,33232,46764,13126.1,23.3,215315,810305
DC,2015,0,33654,0,44,0,20423,0,0,0,54121,824,1831,2144.8,23.11,824,55952
DE,2015,0,107819,0,7149,0,109009,0,0,0,223977,3516,7744,3485.9,19.74,3516,231721
FL,2015,1162,1378089,0,466530,12623,1695087,294099,294099,307884,3833805,223760,293757,57721.4,20.22,531644,4127562
GA,2015,0,712580,0,394665,0,997508,353883,353883,353883,2458636,269498,300896,34957.9,17.1,623381,2759532
HI,2015,0,196,0,15632,0,254200,0,0,0,270028,24949,29420,5906.4,27.11,24949,299448
IA,2015,0,302936,0,348293,0,415141,54836,54836,54836,1121206,766767,429835,13413.7,13.93,821603,1551041
ID,2015,1192,107871,0,4249,172,175254,0,0,1364,287374,153447,154481,6132.7,16.87,154811,441855
IL,2015,2210,1011357,1252879,850430,54426,1245106,1017377,1017377,2326892,4124270,355305,270570,40674.6,15.54,2682197,4394840
IN,2015,7446,735055,776493,1007472,12686,750409,0,0,796625,2492936,242116,173327,27479.6,14.99,1038741,2666263
KS,2015,318548,280421,4387,273416,260015,340937,90254,90254,673204,985028,177319,149870,11241.5,17.01,850523,1134898
KY,2015,108080,276867,1486019,796484,16362,590257,0,0,1610461,1663608,75302,89402,17478.3,16.37,1685763,1753010
LA,2015,1916410,1594207,46879,174221,364390,1716529,160015,160015,2487694,3644972,154626,158287,27743.2,10.55,2642320,3803259
MA,2015,0,457124,0,24177,0,577821,52236,52236,52236,1111358,62775,88979,24085.8,22.34,115011,1200337
MD,2015,40,225969,45587,165994,0,499114,153140,153140,198767,1044217,47601,73185,19705.1,21.02,246368,1117402
ME,2015,0,54203,0,2588,0,194972,0,0,0,251763,161394,168574,6041.1,17.95,161394,420337
MI,2015,114061,871834,0,617280,37521,864500,306773,306773,458355,2660387,223202,239503,33018.3,16.43,681557,2899890
MN,2015,0,448557,0,271570,0,595108,125900,125900,125900,1441135,345895,278624,19772.5,16.13,471795,1719759
MO,2015,1,270885,3178,696401,852,622945,109182,109182,113213,1699413,105621,95606,21688,18.28,218834,1795019
MS,2015,60476,536996,34528,71626,142485,377952,122511,122511,360000,1109085,60419,74223,12110.3,16.96,420419,1183308
MT,2015,55943,77443,746222,178421,163249,165080,0,0,965414,420944,124959,129412,4384.2,17.66,1090373,550356
NC,2015,0,516026,0,405525,0,857023,440248,440248,440248,2218822,169977,206845,31788.5,19,610225,2425667
ND,2015,678977,100852,392183,408091,2456155,193722,0,0,3527315,702665,141705,109747,5552.9,13.73,3669020,812412
NE,2015,504,170346,0,266319,15419,234270,107976,107976,123899,778911,317134,164543,8165.8,15.54,441033,943454
NH,2015,0,70742,0,10989,0,152764,99186,99186,99186,333681,61334,67603,5285.3,22.56,160520,401284
NJ,2015,0,778866,0,22925,0,877467,347851,347851,347851,2027109,45194,81586,29753.6,18.96,393045,2108695
NM,2015,1436329,260038,357525,215703,846659,237701,0,0,2640513,713442,38796,48909,7238.3,18.65,2679309,762351
NV,2015,4,312602,0,36635,1606,266639,0,0,1610,615876,75331,85212,9664.9,19.43,76941,701088
NY,2015,17879,1396693,0,41241,1635,1383266,466457,466457,485971,3287657,408986,448392,56789.5,19.83,894957,3736049
OH,2015,1171552,1031716,417682,865714,153490,1081188,181726,181726,1924450,3160344,164895,157489,40888.4,16.56,2089345,3317833
OK,2015,2880137,711393,17422,280748,949331,521667,0,0,3846890,1513808,187115,203058,15942.3,16.05,4034005,1716866
OR,2015,889,245897,0,26515,0,323140,0,0,889,595552,438751,451541,12671.7,18.94,439640,1047093
PA,2015,5119772,1313350,1278078,878829,40522,1187148,842044,842044,7280416,4221371,200503,235433,44887.5,17.74,7480919,4456804
RI,2015,0,96514,0,0,0,86112,0,0,0,182626,4886,8469,3578.1,22.6,4886,191095
SC,2015,0,284013,0,241217,0,511425,555909,555909,555909,1592564,128605,151230,18598,18.05,684514,1743794
SD,2015,614,83370,0,19616,9507,115692,0,0,10121,218678,225463,138038,3847.4,16.3,235584,356716
TN,2015,4959,322468,23192,370650,1692,687482,261037,261037,290880,1641637,181970,196878,23962.5,17.44,472850,1838515
TX,2015,9392314,4263856,471257,1340422,7213608,6022376,411571,411571,17488750,12038225,582776,672832,119292.2,13.69,18071526,12711057
UT,2015,461219,242848,325216,330043,212307,276308,0,0,998742,849199,23983,33778,8894.3,17.22,1022725,882977
VA,2015,134220,526314,365832,232427,63,834674,293455,293455,793570,1886870,137583,169053,28475.7,17.67,931153,2055923
VT,2015,0,12245,0,0,0,81888,0,0,0,94133,38777,41531,2692.3,21.34,38777,135664
WA,2015,0,327738,0,58273,0,732667,85347,85347,85347,1204025,871925,891733,21868.1,17.44,957272,2095758
WI,2015,0,476969,0,408189,0,534079,104666,104666,104666,1523903,223862,200490,20771.2,16.97,328528,1724393
WV,2015,1562536,191059,2447181,730949,66157,189690,0,0,4075874,1111698,37940,44994,7249.2,16.88,4113814,1156692
WY,2015,1998295,126421,6538240,487177,494269,158389,0,0,9030804,771987,49864,52372,4447,14.88,9080668,824359
US,2015,32717205,28179686,17931020,15548985,19701840,35368448,8336886,8336886,78686951,87434005,9765932,9749471,1128447.4,17.31,88452883,97183476
AK,2016,369865,330883,13942,16613,1026401,219837,0,0,1410208,567333,25148,26254,4561.4,17,1435356,593587
AL,2016,176290,715033,247632,410168,46417,538953,417334,417334,887673,2081488,230706,259513,19230,14.85,1118379,2341001
AR,2016,839485,315617,974,246437,31580,322808,140370,140370,1012409,1025232,115405,127831,10292.2,14.62,1127814,1153063
AZ,2016,49,373916,116678,323878,46,576213,338636,338636,455409,1612643,138469,162028,19581.3,20.11,593878,1774671
CA,2016,234094,2248939,0,32077,1064744,3315378,197754,197754,1496592,5794148,932965,1116287,111275.5,20.16,2429557,6910435
CO,2016,1981005,464749,270920,321476,663712,482014,0,0,2915637,1268239,149550,158875,15097.4,15.75,3065187,1427114
CT,2016,0,254652,0,2340,0,296001,173363,173363,173363,726356,34246,47868,11748.8,21.89,207609,774224
DC,2016,0,30160,0,34,0,19489,0,0,0,49683,1107,2193,1983.6,22.36,1107,51876
DE,2016,0,113552,0,8199,0,110248,0,0,0,231999,3105,7597,3187.1,18.16,3105,239596
FL,2016,1062,1414358,0,426188,11066,1738523,306658,306658,318786,3885727,223400,290005,53459.1,18.42,542186,4175732
GA,2016,0,727336,0,399279,0,971869,360633,360633,360633,2459117,282316,298214,32344.2,16.16,642949,2757331
HI,2016,0,162,0,16431,0,252070,0,0,0,268663,27586,32368,5215.5,23.95,27586,301031
IA,2016,0,317115,0,298006,0,424923,49185,49185,49185,1089229,801736,452667,12684.6,12.93,850921,1541896
ID,2016,5208,110344,0,2432,1230,176049,0,0,6438,288825,151461,153289,5717.5,15.48,157899,442114
IL,2016,2317,1045034,977131,702467,49432,1247540,1031331,1031331,2060211,4026372,375095,276545,37622.1,14.56,2435306,4302917
IN,2016,6441,779945,654493,948386,10397,726396,0,0,671331,2454727,257436,183792,24910.2,13.78,928767,2638519
KS,2016,281646,276404,617,253121,217116,342440,86245,86245,585624,958210,205743,179062,10522.7,16.02,791367,1137272
KY,2016,102591,279935,1041121,736584,14849,600376,0,0,1158561,1616895,76957,91858,16181.7,15.26,1235518,1708753
LA,2016,1893803,1718305,38499,140513,328632,1700751,179391,179391,2440325,3738960,182727,176181,25055.2,9.33,2623052,3915141
MA,2016,0,440725,0,20115,0,558903,56628,56628,56628,1076371,65604,93041,21535.8,20.61,122232,1169412
MD,2016,36,229508,37859,162931,0,473740,154377,154377,192272,1020556,48227,73766,17893.2,19.85,240499,1094322
ME,2016,0,54509,0,2194,0,186072,0,0,0,242775,141924,150107,5272,16.8,141924,392882
MI,2016,108450,926828,0,471236,32312,880277,329999,329999,470761,2608340,216648,234596,30950.2,15.57,687409,2842936
MN,2016,0,466365,0,261250,0,617809,144970,144970,144970,1490394,351258,282936,18614.1,14.84,496228,1773330
MO,2016,1,273583,5125,639860,704,619747,98630,98630,104460,1631820,105865,94312,19938.8,17.22,210325,1726132
MS,2016,50418,561342,32349,61219,116649,386987,61680,61680,261096,1071228,78133,76967,10942.9,15.43,339229,1148195
MT,2016,52130,77589,572787,161938,132619,166880,0,0,757536,406407,128046,132767,4027.8,15.97,885582,539174
NC,2016,0,540271,0,381761,0,878993,447500,447500,447500,2248525,199488,222384,29950.8,17.63,646988,2470909
ND,2016,766865,105625,399856,394579,2161880,164552,0,0,3328601,664756,162594,125731,4618.8,12.39,3491195,790487
NE,2016,557,172929,0,240465,12560,232829,97798,97798,110915,744021,330900,168536,7557.4,14.31,441815,912557
NH,2016,0,59638,0,5277,0,146737,112551,112551,112551,324203,56283,62838,4718.4,20.97,168834,387041
NJ,2016,0,793928,0,17455,0,888468,312569,312569,312569,2012420,46537,85369,27341.1,17.63,359106,2097789
NM,2016,1422598,259158,246549,197083,839040,235515,0,0,2508187,691756,54803,64769,6475.7,16.83,2562990,756525
NV,2016,3,316653,0,30765,1585,289383,0,0,1588,636801,88551,99674,8753,16.64,90139,736475
NY,2016,13942,1336455,0,29679,1287,1382206,434791,434791,450020,3183131,412865,454021,50926.5,18.1,862885,3637152
OH,2016,1647241,994162,309088,825311,124270,1082887,175893,175893,2256492,3078253,166674,159177,37637.4,15.6,2423166,3237430
OK,2016,2864577,736164,14440,221842,887745,520186,0,0,3766762,1478192,243478,260290,13902,14.06,4010240,1738482
OR,2016,848,249829,0,19440,0,327835,0,0,848,597104,467942,482943,11788.8,17.36,468790,1080047
PA,2016,5525743,1354340,1168609,734838,35888,1138129,867302,867302,7597542,4094609,196747,230921,39790.6,16.63,7794289,4325530
RI,2016,0,88471,0,0,0,74342,0,0,0,162813,4700,8267,3018.2,21.25,4700,171080
SC,2016,0,284225,0,221865,0,522302,583883,583883,583883,1612275,131034,150318,17748.6,17.07,714917,1762593
SD,2016,511,85021,0,26660,8045,113289,0,0,8556,224970,237255,149018,3526,15.01,245811,373988
TN,2016,4180,336341,16596,379775,1471,702677,309357,309357,331604,1728150,154155,170822,22388.5,16.17,485759,1898972
TX,2016,8659990,4151065,515707,1323111,6687279,6175136,440109,440109,16303085,12089421,708954,820815,110577.8,12.53,17012039,12910236
UT,2016,401909,250199,310453,269016,174681,285349,0,0,887043,804564,36548,47601,8396.6,15.76,923591,852165
VA,2016,126663,572103,335590,222938,40,844901,310966,310966,773259,1950908,139800,167391,26281.8,16.26,913059,2118299
VT,2016,0,12383,0,0,0,77727,0,0,0,90110,35631,38701,2404.1,19.91,35631,128811
WA,2016,0,324929,0,53302,0,800690,100674,100674,100674,1279595,930433,948976,21129.8,15.89,1031107,2228571
WI,2016,0,501042,0,357335,0,524098,106173,106173,106173,1488648,224231,200299,19155.2,15.76,330404,1688947
WV,2016,1667404,188491,2041073,751957,43693,199199,0,0,3752170,1139647,39641,47885,7145.2,16.45,3791811,1187532
WY,2016,1878141,132478,5169939,457315,415749,152624,0,0,7463829,742417,54543,58491,3990.8,13.28,7518372,800908
US,2016,32428188,28392790,14538027,14227138,18529003,35712347,8426753,8426753,73921971,86759028,10477348,10408644,1038883.6,15.95,84399319,97167672
AK,2017,382940,343899,14365,16376,1033270,216452,0,0,1430575,576727,23611,24447,5040.3,18.98,1454186,601174
AL,2017,159686,681208,326748,378890,39100,530370,446097,446097,971631,2036565,258502,285081,20444.4,15.97,1230133,2321646
AR,2017,708482,317530,832,267591,30263,321210,132736,132736,872313,1039067,116677,121635,11281.4,15.76,988990,1160702
AZ,2017,58,334629,134024,334512,74,583258,338246,338246,472402,1590645,149421,172736,21227,21.8,621823,1763381
CA,2017,240221,2190994,0,33663,992385,3392689,187227,187227,1419833,5804573,1127237,1314777,123245.3,21.97,2547070,7119350
CO,2017,2028824,462135,320001,315835,743744,489738,0,0,3092569,1267708,153315,162034,16603.3,17.2,3245884,1429742
CT,2017,0,246532,0,2507,0,299249,172570,172570,172570,720858,32884,46758,12562.3,23.18,205454,767616
DC,2017,0,30607,0,30,0,16915,0,0,0,47552,1316,2257,1966.1,23.03,1316,49809
DE,2017,0,103121,0,4804,0,112654,0,0,0,220579,3268,7912,3451.5,19.75,3268,228491
FL,2017,1048,1421271,0,407538,11005,1757690,304840,304840,316893,3891339,236660,306615,58778.2,20.05,553553,4197954
GA,2017,0,709671,0,344273,0,1028148,352560,352560,352560,2434652,274993,293604,35500.7,17.58,627553,2728256
HI,2017,0,163,0,14948,0,262205,0,0,0,277316,26953,32003,5843.1,26.1,26953,309319
IA,2017,0,376298,0,300287,0,409164,54528,54528,54528,1140277,836979,473227,13942.6,13.7,891507,1613504
ID,2017,4192,115899,0,2615,521,176634,0,0,4713,295148,172940,174569,6336.1,16.62,177653,469717
IL,2017,2260,1034583,1079624,685000,47581,1251487,1016522,1016522,2145987,3987592,378543,286646,40718.8,15.86,2524530,4274238
IN,2017,6168,747919,713397,929271,10181,700249,0,0,729746,2377439,260410,183807,26752.3,15.15,990156,2561246
KS,2017,257200,279097,0,216747,205026,335329,111367,111367,573593,942540,248526,219766,11179.3,17.3,822119,1162306
KY,2017,101295,296673,1015108,639356,14176,577856,0,0,1130579,1513885,89626,103410,17352.6,16.72,1220205,1617295
LA,2017,2238355,1716392,27892,142267,295009,1814440,161171,161171,2722427,3834270,170254,161570,29672,10.51,2892681,3995840
MA,2017,0,462406,0,12407,0,561908,52788,52788,52788,1089509,68449,95856,23336,22.04,121237,1185365
MD,2017,34,232723,42804,106973,0,470666,158004,158004,200842,968366,55321,80822,18935.6,21.22,256163,1049188
ME,2017,0,45125,0,2168,0,181420,0,0,0,228713,148008,155506,5593.2,18.24,148008,384219
MI,2017,102619,908197,0,499439,31848,869880,338675,338675,473142,2616191,225883,238177,32708.1,16.5,699025,2854368
MN,2017,0,466884,0,257594,0,611526,145426,145426,145426,1481430,363438,293528,20488.7,16.24,508864,1774958
MO,2017,1,264614,5321,709796,664,611040,86853,86853,92839,1672303,116820,102440,21324.2,18.68,209659,1774743
MS,2017,39719,543721,32019,53779,101772,384318,77027,77027,250537,1058845,71031,71848,11882.3,16.73,321568,1130693
MT,2017,50821,83319,624772,156073,118586,172427,0,0,794179,411819,136183,140885,4591.4,17.17,930362,552704
NC,2017,0,520659,0,350286,0,885764,443192,443192,443192,2199901,215530,240022,31618.3,18.68,658722,2439923
ND,2017,857330,112146,394022,397875,2235427,184122,0,0,3486779,694143,212016,165938,5414.8,13.51,3698795,860081
NE,2017,483,175613,0,233809,11978,233348,72300,72300,84761,715070,355937,186969,8261.5,15.53,440698,902039
NH,2017,0,53633,0,3617,0,152656,104493,104493,104493,314399,59861,66803,5187.4,22.26,164354,381202
NJ,2017,0,734147,0,16488,0,858632,355948,355948,355948,1965215,45589,83836,28988,19.16,401537,2049051
NM,2017,1506770,249357,257710,199114,986519,249356,0,0,2750999,697827,67377,78080,7366.2,18.8,2818376,775907
NV,2017,3,305309,0,27297,1637,306479,0,0,1640,639085,98078,109544,9854.1,17.99,99718,748629
NY,2017,11760,1276905,0,19553,1105,1378849,441029,441029,453894,3116336,447501,490642,55246.9,19.53,901395,3606978
OH,2017,2009410,1014299,233560,810953,113058,1073983,184997,184997,2541025,3084232,167026,156232,39957,16.7,2708051,3240464
OK,2017,2936597,692145,12590,198309,949326,544537,0,0,3898513,1434991,274720,290968,15549.7,15.37,4173233,1725959
OR,2017,700,262532,0,18723,0,335127,0,0,700,616382,501216,516930,13064.7,18.35,501916,1133312
PA,2017,5769945,1404240,1260516,669540,37554,1151732,870187,870187,7938202,4095699,204915,240496,43377.7,17.94,8143117,4336195
RI,2017,0,94730,0,0,0,75184,0,0,0,169914,5966,9567,3213.3,22.29,5966,179481
SC,2017,0,287408,0,192751,0,524166,568390,568390,568390,1572715,132523,152847,18951.5,18.25,700913,1725562
SD,2017,531,85339,0,26114,7463,112658,0,0,7994,224111,240988,148279,3861.2,16.3,248982,372390
TN,2017,3515,331613,11168,334567,1551,694516,332779,332779,349013,1693475,166376,182761,23849.4,17.51,515389,1876236
TX,2017,8735219,3987778,474274,1451978,7301999,6286229,403523,403523,16915015,12129508,810101,915338,125804.9,14.07,17725116,13044846
UT,2017,346868,231151,317768,274816,197089,294385,0,0,861725,800352,53257,64181,9262.3,16.92,914982,864533
VA,2017,121571,596648,343642,159813,40,847776,319562,319562,784815,1923799,140971,167010,28402.6,17.48,925786,2090809
VT,2017,0,12281,0,0,0,77379,0,0,0,89660,37782,40945,2582.4,21.5,37782,130605
WA,2017,0,350872,0,61732,0,769685,85013,85013,85013,1267302,949773,967707,23662.5,17.78,1034786,2235009
WI,2017,0,504808,0,388614,0,523110,100919,100919,100919,1517451,224149,198839,20531.1,16.74,325068,1716290
WV,2017,1836375,199298,2390309,710445,52102,191481,0,0,4278786,1101224,41626,49947,7477.9,17.61,4320412,1151171
WY,2017,1788258,158370,5516757,458496,433489,153755,0,0,7738504,770621,55888,59425,4407.1,14.51,7794392,830046
US,2017,33468883,28056891,15549225,13839632,19550489,36043829,8418968,8418968,76987565,86359320,11259473,11138359,1136379.4,17.32,88247038,97497679
AK,2018,375279,346255,13752,17325,997415,215613,0,0,1386446,579193,24147,24996,5834,22.2,1410593,604189
AL,2018,149607,771194,370533,377152,33591,518687,412584,412584,966315,2079617,279491,301170,21948.7,16.7,1245806,2380787
AR,2018,600455,366939,0,304145,28553,326432,132996,132996,762004,1130512,126101,124834,12447.8,16.45,888105,1255346
AZ,2018,44,400531,140759,331492,57,590247,325122,325122,465982,1647392,155979,179533,23684.9,23.98,621961,1826925
CA,2018,228906,2209801,0,33256,916715,3409954,190422,190422,1336043,5843433,1031998,1213958,137350.6,24.45,2368041,7057391
CO,2018,2217310,518088,293149,284474,965227,512429,0,0,3475686,1314991,156918,165952,18719.6,18.5,3632604,1480943
CT,2018,0,285991,0,4023,0,316551,176496,176496,176496,783061,37564,49572,14207.4,24.87,214060,832633
DC,2018,0,32623,0,37,0,19017,0,0,0,51677,1603,2661,2146.5,23.57,1603,54338
DE,2018,0,99416,0,4296,0,119451,0,0,0,223163,3388,8035,3896.7,20.74,3388,231198
FL,2018,1123,1511134,0,327807,10493,1843337,306461,306461,318077,3988739,246965,314801,64957.3,21.41,565042,4303540
GA,2018,0,759205,0,340152,0,998463,359262,359262,359262,2457082,288259,303573,37670.1,18.35,647521,2760655
HI,2018,0,192,0,14367,0,261466,0,0,0,276025,26286,31126,6828.7,30.36,26286,307151
IA,2018,0,431513,0,325673,0,418691,51181,51181,51181,1227058,865649,478666,15664.2,14.62,916830,1705724
ID,2018,2113,115833,0,2823,502,180666,0,0,2615,299322,178848,180196,6947.6,18.14,181463,479518
IL,2018,2596,1127424,1095887,704574,48045,1254095,1025651,1025651,2172179,4111744,359743,277668,45014.8,16.8,2531922,4389412
IN,2018,5292,890433,781628,985668,9609,703718,0,0,796529,2579819,271211,190075,29509.8,15.85,1067740,2769894
KS,2018,237402,321809,0,227665,198084,343686,95854,95854,531340,989014,253451,222816,12584.9,18.32,784791,1211830
KY,2018,96085,356673,955471,655909,12924,601468,0,0,1064480,1614050,90204,103816,19701.7,17.92,1154684,1717866
LA,2018,2942607,1865382,20436,137818,274384,1729715,179330,179330,3416757,3912245,172942,160945,32728.9,11.6,3589699,4073190
MA,2018,0,452093,0,101,0,576328,46437,46437,46437,1074959,75268,101071,27101.5,24.78,121705,1176030
MD,2018,14,312824,30464,124191,0,477626,156699,156699,187177,1071340,65935,90288,20383.8,22.08,253112,1161628
ME,2018,0,48370,0,2113,0,171062,0,0,0,221545,149399,155760,6140.9,20.16,149399,377305
MI,2018,95841,1010919,0,506105,31446,896217,318655,318655,445942,2731896,237119,247124,36285.8,17.46,683061,2979020
MN,2018,0,514172,0,261530,0,624491,152657,152657,152657,1552850,366361,296986,22766.6,17.39,519018,1849836
MO,2018,1,330552,5654,668188,548,619352,111401,111401,117604,1729493,131320,110649,23749.8,19.56,248924,1840142
MS,2018,36499,591886,31979,60015,96734,380952,72343,72343,237555,1105196,76637,74057,13102.2,17.96,314192,1179253
MT,2018,47712,90778,684031,152295,123027,171531,0,0,854770,414604,142936,147563,5088.3,18.56,997706,562167
NC,2018,0,599308,0,325121,0,906189,439915,439915,439915,2270533,248744,270114,35276.1,20.09,688659,2540647
ND,2018,993022,130084,399835,407262,2627248,190027,0,0,4020105,727373,209106,163255,6210.6,14.95,4229211,890628
NE,2018,459,196445,0,264072,11732,239157,58884,58884,71075,758558,359632,190495,9210.8,16.6,430707,949053
NH,2018,0,51471,0,7798,0,155704,105195,105195,105195,320168,56133,62624,5840.9,24.5,161328,382792
NJ,2018,0,799555,0,16732,0,888315,334373,334373,334373,2038975,48498,84239,32259.5,20.09,382871,2123214
NM,2018,1734539,281322,200179,136824,1421998,257803,0,0,3356716,675949,85193,95244,8261.1,19.91,3441909,771193
NV,2018,3,310875,0,34996,1455,308260,0,0,1458,654131,105590,117235,11142.3,20,107048,771366
NY,2018,10994,1393657,0,16710,1261,1423244,448718,448718,460973,3282329,442779,489219,62257.4,20.99,903752,3771548
OH,2018,2652291,1236747,219942,717818,129772,1089761,191483,191483,3193488,3235809,172886,158726,44050.3,17.43,3366374,3394535
OK,2018,3346437,842224,15121,171280,1148646,541278,0,0,4510204,1554782,308412,324177,17126.4,16.2,4818616,1878959
OR,2018,529,271311,0,16911,0,339590,0,0,529,627812,486729,502494,14229.4,20.26,487258,1130306
PA,2018,6632662,1515912,1278056,644056,36963,1170049,872749,872749,8820430,4202766,220435,251952,47961.5,18.96,9040865,4454718
RI,2018,0,104748,0,0,0,82615,0,0,0,187363,6661,10045,3873.6,24.84,6661,197408
SC,2018,0,338951,0,205204,0,526034,551151,551151,551151,1621340,147073,165199,20322,19.15,698224,1786539
SD,2018,494,95548,0,27618,7264,115313,0,0,7758,238479,253979,158194,4311.3,17.42,261737,396673
TN,2018,3737,404318,5922,251835,1198,700650,378224,378224,389081,1735027,186083,199132,26746.5,18.7,575164,1934159
TX,2018,9776991,4596600,328812,1189311,9200206,6720839,430597,430597,19736606,12937347,901007,1009917,148718.2,15.29,20637613,13947264
UT,2018,326320,253819,305328,273117,211790,310060,0,0,843438,836996,50329,61286,10437.1,18.46,893767,898282
VA,2018,117273,667004,318949,149349,29,869728,305826,305826,742077,1991907,159898,183826,32149.4,19.04,901975,2175733
VT,2018,0,14208,0,0,0,75792,0,0,0,90000,41541,44258,2834.8,23.11,41541,134258
WA,2018,0,334779,0,61166,0,775777,101502,101502,101502,1273224,938532,955305,25962.2,19.69,1040034,2228529
WI,2018,0,565291,0,362077,0,548839,105900,105900,105900,1582107,232070,203443,22826.7,17.5,337970,1785550
WV,2018,2159553,221402,2468639,661760,72689,216968,0,0,4700881,1100130,45396,53573,8767.1,18.79,4746277,1153703
WY,2018,1842525,175639,5315953,455748,501928,159048,0,0,7660406,790435,53833,54920,4962.3,15.41,7714239,845355
US,2018,37762229,31163246,15280478,13249958,22812423,36892286,8438068,8438068,84293198,89743558,11579533,11369899,1271930.6,18.61,95872731,101113457
AK,2019,364363,343384,14867,17620,968358,220818,0,0,1347588,581822,22744,23608,5689.3,21.36,1370332,605430
AL,2019,138425,748731,350506,317180,27687,529319,455865,455865,972483,2051095,278071,298545,21301.9,16.38,1250554,2349640
AR,2019,534585,371388,0,239798,27538,330550,141750,141750,703873,1083486,133487,132189,12055.8,16.07,837360,1215675
AZ,2019,68,484249,82222,257727,40,607131,333312,333312,415642,1682419,148099,174570,23601.3,23.3,563741,1856989
CA,2019,220789,2218732,0,30886,890882,3395439,168799,168799,1280470,5813856,1154051,1373488,139280.3,24.68,2434521,7187344
CO,2019,2394039,553842,270466,273338,1095372,526331,0,0,3759877,1353511,167007,178021,18788.9,17.77,3926884,1531532
CT,2019,0,293149,0,867,0,304773,174730,174730,174730,773519,37163,48862,13573.3,24.32,211893,822381
DC,2019,0,31603,0,5,0,18555,0,0,0,50163,2001,3049,2117.5,24.06,2001,53212
DE,2019,0,93442,0,2179,0,120332,0,0,0,215953,3609,8544,3789.4,19.87,3609,224497
FL,2019,1295,1578269,0,233542,11037,1804514,303946,303946,316278,3920271,248018,315365,62678.4,20.79,564296,4235636
GA,2019,0,786904,0,273109,0,995857,350759,350759,350759,2406629,301803,314211,36579.9,17.95,652562,2720840
HI,2019,0,228,0,14179,0,264338,0,0,0,278745,25256,29839,6731.5,29.48,25256,308584
IA,2019,0,433368,0,266368,0,430621,54671,54671,54671,1185028,901797,518892,14989.8,13.89,956468,1703920
ID,2019,1139,133257,0,2364,125,183278,0,0,1264,318899,169161,171550,6748.5,17.12,170425,490449
IL,2019,2279,1180447,1014448,591909,46969,1239327,1030996,1030996,2094692,4042679,372639,293917,42478.1,16,2467331,4336596
IN,2019,5306,934151,712235,821545,8997,710201,0,0,726538,2465897,257208,187427,28789.8,15.37,983746,2653324
KS,2019,212665,319950,0,197779,189208,352445,96565,96565,498438,966739,273904,239094,12004.6,17.31,772342,1205833
KY,2019,89339,361174,852990,574502,14273,595296,0,0,956602,1530972,89266,101676,18821,17.36,1045868,1632648
LA,2019,3330380,1963925,21251,90701,261401,1736963,145993,145993,3759025,3937582,166791,150526,29899.9,10.64,3925816,4088108
MA,2019,0,442794,0,71,0,572180,22734,22734,22734,1037779,74162,99536,25788.1,23.51,96896,1137315
MD,2019,14,311631,34661,77301,0,474069,156765,156765,191440,1019766,55532,79877,19482.1,21.44,246972,1099643
ME,2019,0,46301,0,2160,0,166761,0,0,0,215222,148418,154606,5874.4,19.27,148418,369828
MI,2019,90423,1054986,0,447823,29738,882063,343639,343639,463800,2728511,233639,244587,34773.9,16.89,697439,2973098
MN,2019,0,549487,0,205139,0,640082,147280,147280,147280,1541988,366083,298551,21981.8,16.59,513363,1840539
MO,2019,1,327798,4227,584662,484,622101,95961,95961,100673,1630522,140320,121475,22482.1,18.76,240993,1751997
MS,2019,34280,583800,28423,51028,96171,383081,115202,115202,274076,1133111,66399,70136,12526.6,17.35,340475,1203247
